cdf_offer_id,cdf_merchant_id,offer_name,merchant_description,category,curated_image,Tags,city,differentiating_tags,common_tags,differentiating_tags_str,common_tags_str
325804,LL1681,Saj21 Restaurant,Saj21 Restaurant offers products under dining category. For more info visit store directly,dining,https://dpimages.crayondata.com/high-res-image/resized/Saj21_Restaurant_Image.webp,casual-dining|middle-eastern-cuisine|dine-in|arabian-cuisine|restaurant|take-away|basic-design,Abu Dhabi,"['middle-eastern-cuisine', 'arabian-cuisine', 'basic-design']","['accepts-cards', 'couple-friendly', 'dine-in', 'restaurant', 'casual-dining', 'take-away']",middle-eastern-cuisine|arabian-cuisine|basic-design,accepts-cards|couple-friendly|dine-in|restaurant|casual-dining|take-away
325798,LL1683,Villa Rosa Restaurant,Villa Rosa Restaurant offers products under dining category. For more info visit store directly,dining,https://dpimages.crayondata.com/high-res-image/resized/Villa_Rosa_Restaurant_Image.webp,casual-dining|middle-eastern-cuisine|dine-in|arabian-cuisine|restaurant|take-away|basic-design,Abu Dhabi,"['middle-eastern-cuisine', 'arabian-cuisine', 'basic-design']","['accepts-cards', 'couple-friendly', 'dine-in', 'restaurant', 'casual-dining', 'take-away']",middle-eastern-cuisine|arabian-cuisine|basic-design,accepts-cards|couple-friendly|dine-in|restaurant|casual-dining|take-away
325814,LL1684,Villa Rotana,Villa Rotana offers products under travel category. For more info visit store directly,travel,https://dpimages.crayondata.com/high-res-image/resized/Villa_Rotana_Image.webp,non-smoking-room|double-room|shuttle-service|free-parking|budget-traveller|suite|sun-terrace|air-conditioner|restaurant|sea-view|family-room|hot-tub|quadruple-room|hotel|single-room|landmark|4-star|jacuzzi|large-group|tv|bar|airport|kids-and-family|beach|backpacker|airport-transportation|pool-bar|garden|luggage-storage|couple|laundry-service|tour-desk|free-internet|swimming-pool,Dubai,"['budget-traveller', 'hot-tub', 'quadruple-room', 'single-room', 'jacuzzi', 'sea-view', 'backpacker', '4-star', 'airport', 'beach', 'garden', 'tour-desk']","['airport-transportation', 'shuttle-service', 'swimming-pool', 'room-service', 'tv', 'family-room', 'concierge', 'eat-outs', 'free-internet', 'kids-and-family', 'air-conditioner', 'couple', 'non-smoking-room', 'modern-design', 'large-group', '24-by-7-support', 'suite', 'banquet-hall', 'free-parking', 'currency-exchange', 'laundry-service', 'hotel', 'mini-bar', 'restaurant', 'free-toiletries', 'landmark', 'sun-terrace', 'double-room', 'bathrobe', 'house-keeping', 'bar', 'pool-bar', 'luggage-storage']",budget-traveller|hot-tub|quadruple-room|single-room|jacuzzi|sea-view|backpacker|4-star|airport|beach|garden|tour-desk,airport-transportation|shuttle-service|swimming-pool|room-service|tv|family-room|concierge|eat-outs|free-internet|kids-and-family|air-conditioner|couple|non-smoking-room|modern-design|large-group|24-by-7-support|suite|banquet-hall|free-parking|currency-exchange|laundry-service|hotel|mini-bar|restaurant|free-toiletries|landmark|sun-terrace|double-room|bathrobe|house-keeping|bar|pool-bar|luggage-storage
330718,LL1686,Bodylines Fitness & Wellness Club - Jumeira Rotana,For more info visit store directly,personal service providers,https://dpimages.crayondata.com/high-res-image/resized/Bodylines_Fitness__Wellness_Club_Jumeira_Rotana_image.webp,training-classes|gym|personal-training|fitness-and-sports,Dubai,"['training-classes', 'gym', 'fitness-and-sports', 'personal-training']",[],training-classes|gym|fitness-and-sports|personal-training,
330717,LL1687,Bodylines Fitness & Wellness Club - Villa Rotana,For more info visit store directly,personal service providers,https://dpimages.crayondata.com/high-res-image/resized/Bodylines_Fitness__Wellness_Club_Villa_Rotana_Image.webp,training-classes|gym|personal-training|fitness-and-sports,Dubai,"['training-classes', 'gym', 'fitness-and-sports', 'personal-training']",[],training-classes|gym|fitness-and-sports|personal-training,
330851,LL1699,Chaos Karts,For more info visit https://www.chaoskarts.ae,entertainment,https://dpimages.crayondata.com/high-res-image/resized/Chaos_Karts_Image.webp,karting|sports-and-recreation,all,['karting'],['sports-and-recreation'],karting,sports-and-recreation
330852,LL1699,Chaos Karts,For more info visit https://www.chaoskarts.ae,entertainment,https://dpimages.crayondata.com/high-res-image/resized/Chaos_Karts_Image.webp,karting|sports-and-recreation,all,['karting'],['sports-and-recreation'],karting,sports-and-recreation
330720,LL1688,Didon Restaurant - Ramada By Wyndham Dubai Barsha Heights,For more info visit store directly,dining,https://dpimages.crayondata.com/high-res-image/resized/Didon_Restaurant_Ramada_by_Wyndham_Dubai_Barsha_Heights_image.webp,lunch-and-dinner|restaurant|afghani-cuisine|middle-eastern-cuisine|casual-dining|indian-cuisine,Dubai,"['afghani-cuisine', 'indian-cuisine', 'lunch-and-dinner', 'middle-eastern-cuisine']","['accepts-cards', 'couple-friendly', 'dine-in', 'restaurant', 'casual-dining', 'take-away']",afghani-cuisine|indian-cuisine|lunch-and-dinner|middle-eastern-cuisine,accepts-cards|couple-friendly|dine-in|restaurant|casual-dining|take-away
330723,LL1689,Enfess Steak & Doner Restaurant,For more info visit store directly,dining,https://dpimages.crayondata.com/high-res-image/resized/Enfess_Steak_Doner_Restaurant_Image.webp,casual-dining|middle-eastern-cuisine|dine-in|arabian-cuisine|restaurant|take-away|basic-design,Abu Dhabi,"['middle-eastern-cuisine', 'arabian-cuisine', 'basic-design']","['accepts-cards', 'couple-friendly', 'dine-in', 'restaurant', 'casual-dining', 'take-away']",middle-eastern-cuisine|arabian-cuisine|basic-design,accepts-cards|couple-friendly|dine-in|restaurant|casual-dining|take-away
330722,LL1690,Kebab Khodmooni Restaurant,For more info visit store directly,dining,https://dpimages.crayondata.com/high-res-image/resized/Kebab_Khodmooni_Image.webp,restaurant|arabian-cuisine|average-pricing|accepts-cards|dine-in|large-group-friendly|indian-cuisine|middle-eastern-cuisine|casual-dining,Dubai,"['indian-cuisine', 'middle-eastern-cuisine', 'arabian-cuisine', 'average-pricing', 'large-group-friendly']","['accepts-cards', 'couple-friendly', 'dine-in', 'restaurant', 'casual-dining', 'take-away']",indian-cuisine|middle-eastern-cuisine|arabian-cuisine|average-pricing|large-group-friendly,accepts-cards|couple-friendly|dine-in|restaurant|casual-dining|take-away
330721,LL1696,Ucci Sushi - Ramada By Wyndham Dubai Barsha Heights,For more info visit store directly,dining,https://dpimages.crayondata.com/high-res-image/resized/Ucci_Sushi_Ramada_by_Wyndham_Dubai_Barsha_Heights_Image.webp,restaurant|other-design|couple-friendly|average-pricing|accepts-cards|dine-in|large-group-friendly|asian-cuisine|take-away|casual-dining|delivery-services,Dubai,"['asian-cuisine', 'other-design', 'average-pricing', 'delivery-services', 'large-group-friendly']","['accepts-cards', 'couple-friendly', 'dine-in', 'restaurant', 'casual-dining', 'take-away']",asian-cuisine|other-design|average-pricing|delivery-services|large-group-friendly,accepts-cards|couple-friendly|dine-in|restaurant|casual-dining|take-away
331729,FF93,Dkny,For more info visit https://dkny.ae/,apparel and accessories,https://dpimages.crayondata.com/high-res-image/resized/dkny_image.webp,occasional-clothing|regular-retail-store|active-and-sports-wear|casual-wear|daily-clothing|basic-service|dresses|jackets-and-blazers|jeans|t-shirts|online-and-in-store|shirts|clothing-store|outerwear|men-and-women's-clothing,all,"[""men-and-women's-clothing"", 'dresses', 'shirts', 'occasional-clothing']","['accessories-store', 'footwear-store', 'casual-shoes', 'sandals', 'large-product-range', 'regular-retail-store', 'basic-service', 'online-and-in-store', 'daily-clothing', 'clothing-store', 'casual-wear', 'outerwear', 'jeans', 't-shirts', 'active-and-sports-wear', 'jackets-and-blazers']",men-and-women's-clothing|dresses|shirts|occasional-clothing,accessories-store|footwear-store|casual-shoes|sandals|large-product-range|regular-retail-store|basic-service|online-and-in-store|daily-clothing|clothing-store|casual-wear|outerwear|jeans|t-shirts|active-and-sports-wear|jackets-and-blazers
332742,DP547,Aries Dental And Aesthetic Clinic,For more info visit store directly,personal service providers,https://dpimages.crayondata.com/high-res-image/resized/Aries_Clinic_Listing_Image.webp,medical-care|all|dental-care|hospital-or-clinic,Dubai,"['all', 'dental-care', 'hospital-or-clinic', 'medical-care']",[],all|dental-care|hospital-or-clinic|medical-care,
332767,LL1715,Blends And Brews,For more info visit store directly,dining,https://dpimages.crayondata.com/high-res-image/resized/Blends_Brews_Image.webp,iranian-cuisine|delivery-services|restaurant|casual-dining|dine-in|buffet|large-group-friendly|accepts-cards|take-away|outdoor-seating|basic-design|average-pricing,Ajman,"['iranian-cuisine', 'buffet', 'outdoor-seating', 'basic-design', 'average-pricing', 'delivery-services', 'large-group-friendly']","['accepts-cards', 'couple-friendly', 'dine-in', 'restaurant', 'casual-dining', 'take-away']",iranian-cuisine|buffet|outdoor-seating|basic-design|average-pricing|delivery-services|large-group-friendly,accepts-cards|couple-friendly|dine-in|restaurant|casual-dining|take-away
332768,LL1716,Hello Panda,For more info visit store directly,dining,https://dpimages.crayondata.com/high-res-image/resized/Hello_Panda_Image.webp,online-order|take-away|dine-in|chinese-cuisine|affordable|delivery-services|restaurant|casual-dining|mobile-payment,Ajman,"['mobile-payment', 'chinese-cuisine', 'affordable', 'online-order', 'delivery-services']","['accepts-cards', 'couple-friendly', 'dine-in', 'restaurant', 'casual-dining', 'take-away']",mobile-payment|chinese-cuisine|affordable|online-order|delivery-services,accepts-cards|couple-friendly|dine-in|restaurant|casual-dining|take-away
332771,LL1721,Salaama Arabic Cuisine,For more info visit store directly,dining,https://dpimages.crayondata.com/high-res-image/resized/Salaama_Arabic_Cuisine_Image.webp,restaurant|outdoor-seating|booking-and-reservations|international-cuisine|serves-alcohol-full-bar|casual-dining,Ajman,"['international-cuisine', 'serves-alcohol-full-bar', 'outdoor-seating', 'booking-and-reservations']","['accepts-cards', 'couple-friendly', 'dine-in', 'restaurant', 'casual-dining', 'take-away']",international-cuisine|serves-alcohol-full-bar|outdoor-seating|booking-and-reservations,accepts-cards|couple-friendly|dine-in|restaurant|casual-dining|take-away
333081,LL558,Selfdrive.ae,For more info visit  https://www.selfdrive.ae/ADIB/,personal service providers,https://dpimages.crayondata.com/high-res-image/resized/offer/LL273_Selfdrive.ae.webp,rental-services|car-rental|car-sharing|regional|personal-service,all,"['car-sharing', 'regional', 'personal-service', 'rental-services', 'car-rental']",[],car-sharing|regional|personal-service|rental-services|car-rental,
333059,AC121,Sharaf Dg,"Shop online for mobile phones, laptops, televisions, perfumes, home & kitchen appliances and more in Dubai at Sharaf DG UAE.  Since its inception in 2005, Sharaf DG has come a long way and achieved many milestones to become one of the leading powerhouse retailers in the region. UAE's first ever Big-Box concept started its journey as a 15,000 sq ft electronics store in Dubai. The brand's perseverance and hard work has paid off with 33 stores in United Arab Emirates, Bahrain, Egypt & Oman today and more in the offing.  With over 25,000 electronic products and accessories to choose from reputed international brands, Sharaf DG's distinctive style of enhancing customer lifestyle has left an indelible mark on the consumers mind, making us a household name to be reckoned with. We pride ourselves on our exemplary service and product knowledge at the store level, coupled with the widest range of electronics available at the best value on display at one location.",retail stores,https://dpimages.crayondata.com/high-res-image/adib-22ndjun-oi/AC121_SharafDG_New_Offer.webp.webp,basic-service|computer-and-electronics|regular-retail-store|delivery-service|computer-and-accessories|online-and-in-store|international|multi-brand|home-appliances|mobile-phones|cameras-and-accessories|video-games,all,"['video-games', 'cameras-and-accessories', 'computer-and-accessories', 'mobile-phones', 'multi-brand', 'home-appliances', 'computer-and-electronics', 'international', 'delivery-service']","['online-and-in-store', 'regular-retail-store', 'basic-service']",video-games|cameras-and-accessories|computer-and-accessories|mobile-phones|multi-brand|home-appliances|computer-and-electronics|international|delivery-service,online-and-in-store|regular-retail-store|basic-service
332766,LL1723,Soul Sante Cafe,For more info visit  https://soulsantecafe.com,dining,https://dpimages.crayondata.com/high-res-image/resized/Soul_Sante_Cafe_Image.webp,lunch-and-dinner|booking-and-reservations|basic-design|general|dine-in|vegan|vegetarian-friendly|take-away|vegetarian-friendly|breakfast|casual-dining,all,"['vegan', 'vegetarian-friendly', 'lunch-and-dinner', 'basic-design', 'booking-and-reservations', 'general', 'breakfast']","['accepts-cards', 'couple-friendly', 'dine-in', 'restaurant', 'casual-dining', 'take-away']",vegan|vegetarian-friendly|lunch-and-dinner|basic-design|booking-and-reservations|general|breakfast,accepts-cards|couple-friendly|dine-in|restaurant|casual-dining|take-away
332769,LL1724,The Terrace Restaurant,For more info visit store directly,dining,https://dpimages.crayondata.com/high-res-image/resized/The_Terrace_Restaurant_Image.webp,casual-dining|international-cuisine|outdoor-seating|restaurant|dine-with-a-view|buffet|dine-in,Ajman,"['dine-with-a-view', 'international-cuisine', 'buffet', 'outdoor-seating']","['accepts-cards', 'couple-friendly', 'dine-in', 'restaurant', 'casual-dining', 'take-away']",dine-with-a-view|international-cuisine|buffet|outdoor-seating,accepts-cards|couple-friendly|dine-in|restaurant|casual-dining|take-away
332770,LL1725,Veg Corner,For more info visit store directly,dining,https://dpimages.crayondata.com/high-res-image/resized/Veg_Corner_Image.webp,casual-dining|international-cuisine|outdoor-seating|restaurant|dine-with-a-view|buffet|dine-in,Ajman,"['dine-with-a-view', 'international-cuisine', 'buffet', 'outdoor-seating']","['accepts-cards', 'couple-friendly', 'dine-in', 'restaurant', 'casual-dining', 'take-away']",dine-with-a-view|international-cuisine|buffet|outdoor-seating,accepts-cards|couple-friendly|dine-in|restaurant|casual-dining|take-away
334913,AY18,Noon Food,Noon Food offers products under retail stores category. For more info about the brand visit https://food.noon.com/,retail stores,https://dpimages.crayondata.com/high-res-image/resized/nownow_merchant.webp,food-delivery-or-cloud-kitchen|local-cuisine|delivery-services|casual-dining,all,"['food-delivery-or-cloud-kitchen', 'local-cuisine', 'delivery-services', 'casual-dining']","['online-and-in-store', 'regular-retail-store', 'basic-service']",food-delivery-or-cloud-kitchen|local-cuisine|delivery-services|casual-dining,online-and-in-store|regular-retail-store|basic-service
1663,AC157,Vogacloset,For more info visit https://vogacloset.com/,apparel and accessories,https://dpimages.crayondata.com/high-res-image/resized/Vogacloset_Img_1.webp,jeans|active-and-sports-wear|clutches|shirts|boots|daily-clothing|casual-bags|bags-and-wallets|sleep-wear|wallets|t-shirts|sandals|flats|basic-service|accessories-store|winter-wear|satchels-and-shoulder-bags|maternity-wear|online-and-in-store|thermal-wear|swim-and-beach-wear|sneakers|coats|casual-shoes|jackets-and-blazers|outerwear|clothing-store|western-clothing|modern|men-women-children-clothing|plus-size|inner-wear-and-lingerie|large-product-range|belts|men-women-children-shoes|jewellery-and-watch-store|heels|footwear-store|dresses|hair-accessories|sunglasses|denim|scarfs-and-shawls,all,"['denim', 'maternity-wear', 'thermal-wear', 'plus-size', 'jewellery-and-watch-store', 'clutches', 'hair-accessories', 'scarfs-and-shawls', 'sleep-wear', 'wallets', 'heels', 'coats']","['accessories-store', 'footwear-store', 'casual-shoes', 'sandals', 'large-product-range', 'regular-retail-store', 'basic-service', 'online-and-in-store', 'daily-clothing', 'clothing-store', 'casual-wear', 'outerwear', 'jeans', 't-shirts', 'active-and-sports-wear', 'jackets-and-blazers']",denim|maternity-wear|thermal-wear|plus-size|jewellery-and-watch-store|clutches|hair-accessories|scarfs-and-shawls|sleep-wear|wallets|heels|coats,accessories-store|footwear-store|casual-shoes|sandals|large-product-range|regular-retail-store|basic-service|online-and-in-store|daily-clothing|clothing-store|casual-wear|outerwear|jeans|t-shirts|active-and-sports-wear|jackets-and-blazers
334994,LL1737,Chef Hicham Almahairi Restaurant,For more info visit store directly,dining,https://dpimages.crayondata.com/high-res-image/resized/offer/Chef_Hicham_Image.webp,iranian-cuisine|delivery-services|restaurant|casual-dining|dine-in|buffet|large-group-friendly|accepts-cards|take-away|outdoor-seating|basic-design|average-pricing,Abu Dhabi,"['iranian-cuisine', 'buffet', 'outdoor-seating', 'basic-design', 'average-pricing', 'delivery-services', 'large-group-friendly']","['accepts-cards', 'couple-friendly', 'dine-in', 'restaurant', 'casual-dining', 'take-away']",iranian-cuisine|buffet|outdoor-seating|basic-design|average-pricing|delivery-services|large-group-friendly,accepts-cards|couple-friendly|dine-in|restaurant|casual-dining|take-away
334992,LL1736,Burgerchi,For more info visit store directly,dining,https://dpimages.crayondata.com/high-res-image/resized/Burgerchi_Image.webp,fast-food|burgers|accepts-cards|average-pricing|restaurant|general,Abu Dhabi,"['burgers', 'fast-food', 'general', 'average-pricing']","['accepts-cards', 'couple-friendly', 'dine-in', 'restaurant', 'casual-dining', 'take-away']",burgers|fast-food|general|average-pricing,accepts-cards|couple-friendly|dine-in|restaurant|casual-dining|take-away
334993,LL1734,911 Cafe,For more info visit store directly,dining,https://dpimages.crayondata.com/high-res-image/resized/911_cafe_image01.webp,general|breakfast|take-away|accepts-cards|cafe|couple-friendly|dine-in|outdoor-seating|average-pricing|delivery-services|casual-dining|basic-design|large-group-friendly,Abu Dhabi,"['outdoor-seating', 'cafe', 'basic-design', 'general', 'average-pricing', 'breakfast', 'delivery-services', 'large-group-friendly']","['accepts-cards', 'couple-friendly', 'dine-in', 'restaurant', 'casual-dining', 'take-away']",outdoor-seating|cafe|basic-design|general|average-pricing|breakfast|delivery-services|large-group-friendly,accepts-cards|couple-friendly|dine-in|restaurant|casual-dining|take-away
337220,LL1749,Coppasta Restaurant,For more info visit store directly,dining,https://dpimages.crayondata.com/high-res-image/resized/Coppasta_Restaurant_Image.webp,general|breakfast|dine-in|buffet|lunch|booking-and-reservations|fusion-cuisine|restaurant|casual-dining|dinner,Dubai,"['fusion-cuisine', 'lunch', 'dinner', 'buffet', 'booking-and-reservations', 'general', 'breakfast']","['accepts-cards', 'couple-friendly', 'dine-in', 'restaurant', 'casual-dining', 'take-away']",fusion-cuisine|lunch|dinner|buffet|booking-and-reservations|general|breakfast,accepts-cards|couple-friendly|dine-in|restaurant|casual-dining|take-away
337219,LL1750,Emirati Coffee,For more info visit store directly,dining,https://dpimages.crayondata.com/high-res-image/resized/Emirati_Coffee_Image.webp,dine-in|accepts-cards|casual-dining|breakfast|cafe|wifi|other-design|general,Abu Dhabi,"['other-design', 'cafe', 'wifi', 'general', 'breakfast']","['accepts-cards', 'couple-friendly', 'dine-in', 'restaurant', 'casual-dining', 'take-away']",other-design|cafe|wifi|general|breakfast,accepts-cards|couple-friendly|dine-in|restaurant|casual-dining|take-away
337216,BO4464,Sultan Al Olama Medical Center,For more info visit store directly,personal service providers,https://dpimages.crayondata.com/high-res-image/resized/Sultan_Al_Olama_Medical_Center_Image.webp,hospital-or-clinic|medical-care|medical-care|dental-care|hospital-or-clinic|medical-care|skin-care|hair-and-beauty|hair-treatment|bookings-and-reservations|bookings-and-reservations|hospital-or-clinic|medical-care|multi-speciality,Dubai,"['hair-and-beauty', 'multi-speciality', 'hair-treatment', 'skin-care', 'bookings-and-reservations', 'dental-care', 'hospital-or-clinic', 'medical-care']",[],hair-and-beauty|multi-speciality|hair-treatment|skin-care|bookings-and-reservations|dental-care|hospital-or-clinic|medical-care,
339078,LL1761,Ac Milan Academy Dubai,For more info visit store directly,personal service providers,https://dpimages.crayondata.com/high-res-image/resized/AC_Milan_Academy_Dubai_Image.webp,basic-design|kid-friendly|casual-dining|dine-in|large-group-friendly|breakfast|accepts-cards|average-pricing|seafood|restaurant|general|couple-friendly,Dubai,"['basic-design', 'kid-friendly', 'casual-dining', 'dine-in', 'large-group-friendly', 'breakfast', 'accepts-cards', 'average-pricing', 'seafood', 'restaurant', 'general', 'couple-friendly']",[],basic-design|kid-friendly|casual-dining|dine-in|large-group-friendly|breakfast|accepts-cards|average-pricing|seafood|restaurant|general|couple-friendly,
339054,AC90,Namshi,For more info visit https://www.namshi.com/,apparel and accessories,https://dpimages.crayondata.com/high-res-image/resized/namshi_merchant01.webp,sports-shoes|totes|clothing-store|sleep-wear|hair-accessories|jewellery-and-watch-store|sandals|pumps|jackets-and-blazers|footwear-store|bags-and-wallets|necklaces|casual-bags|heels|casual-wear|accessories-store|loungewear|t-shirts|shirts|plus-size|coats|inner-wear-and-lingerie|cardigans|party-wear|men-women-children-shoes|men-women-children-clothing|sunglasses|boots|flipflops|scarfs-and-shawls|dresses|pants|backpacks|regular-retail-store|flats|occasional-clothing|sneakers|anklets|swim-and-beach-wear|casual-shoes|satchels-and-shoulder-bags|daily-clothing|clutches|belts|online|outerwear|jeans|western-clothing|bracelets|active-and-sports-wear,all,"['cardigans', 'anklets', 'totes', 'jewellery-and-watch-store', 'pumps', 'loungewear', 'plus-size', 'online', 'sports-shoes', 'hair-accessories', 'scarfs-and-shawls', 'backpacks']","['accessories-store', 'footwear-store', 'casual-shoes', 'sandals', 'large-product-range', 'regular-retail-store', 'basic-service', 'online-and-in-store', 'daily-clothing', 'clothing-store', 'casual-wear', 'outerwear', 'jeans', 't-shirts', 'active-and-sports-wear', 'jackets-and-blazers']",cardigans|anklets|totes|jewellery-and-watch-store|pumps|loungewear|plus-size|online|sports-shoes|hair-accessories|scarfs-and-shawls|backpacks,accessories-store|footwear-store|casual-shoes|sandals|large-product-range|regular-retail-store|basic-service|online-and-in-store|daily-clothing|clothing-store|casual-wear|outerwear|jeans|t-shirts|active-and-sports-wear|jackets-and-blazers
343784,LL1770,Eatalian Pizza Restaurant,For more info visit store directly,dining,https://dpimages.crayondata.com/high-res-image/resized/Eatalian_Pizza_Image.webp,international-cuisine|chain-outlet|booking-and-reservations|take-away|outdoor-seating|serves-alcohol-full-bar|dine-in|other-design|cards-only|casual-dining|restaurant|online-order|large-group-friendly|delivery-services|24-by-7|couple-friendly|luxury,Abu Dhabi,"['cards-only', '24-by-7', 'chain-outlet', 'luxury', 'other-design', 'international-cuisine', 'serves-alcohol-full-bar', 'online-order', 'outdoor-seating', 'booking-and-reservations', 'delivery-services', 'large-group-friendly']","['accepts-cards', 'couple-friendly', 'dine-in', 'restaurant', 'casual-dining', 'take-away']",cards-only|24-by-7|chain-outlet|luxury|other-design|international-cuisine|serves-alcohol-full-bar|online-order|outdoor-seating|booking-and-reservations|delivery-services|large-group-friendly,accepts-cards|couple-friendly|dine-in|restaurant|casual-dining|take-away
345610,LL1779,Dusit Gourmet - Dusit Thani Abu Dhabi,For more info visit store directly,dining,https://dpimages.crayondata.com/high-res-image/resized/offer/Image__Dusit_Gourmet__Dusit_Thani_Abu_Dhabi.webp,casual-dining|asian-cuisine|accepts-cards|average-pricing|restaurant|italian-cuisine|arabian-cuisine|dine-in|buffet|wifi|large-group-friendly|private-dining|valet-parking|booking-and-reservations,Abu Dhabi,"['asian-cuisine', 'private-dining', 'italian-cuisine', 'buffet', 'valet-parking', 'arabian-cuisine', 'booking-and-reservations', 'wifi', 'average-pricing', 'large-group-friendly']","['accepts-cards', 'couple-friendly', 'dine-in', 'restaurant', 'casual-dining', 'take-away']",asian-cuisine|private-dining|italian-cuisine|buffet|valet-parking|arabian-cuisine|booking-and-reservations|wifi|average-pricing|large-group-friendly,accepts-cards|couple-friendly|dine-in|restaurant|casual-dining|take-away
345612,LL1780,La Donuteria Cafe,For more info visit store directly,dining,https://dpimages.crayondata.com/high-res-image/resized/offer/La_Donuteria__Image.webp,casual-dining|asian-cuisine|accepts-cards|average-pricing|restaurant|italian-cuisine|arabian-cuisine|dine-in|buffet|wifi|large-group-friendly|private-dining|valet-parking|booking-and-reservations,Dubai,"['asian-cuisine', 'private-dining', 'italian-cuisine', 'buffet', 'valet-parking', 'arabian-cuisine', 'booking-and-reservations', 'wifi', 'average-pricing', 'large-group-friendly']","['accepts-cards', 'couple-friendly', 'dine-in', 'restaurant', 'casual-dining', 'take-away']",asian-cuisine|private-dining|italian-cuisine|buffet|valet-parking|arabian-cuisine|booking-and-reservations|wifi|average-pricing|large-group-friendly,accepts-cards|couple-friendly|dine-in|restaurant|casual-dining|take-away
345613,LL1786,The Coffee Boutique,For more info visit store directly,dining,https://dpimages.crayondata.com/high-res-image/resized/offer/The_Coffee_Boutique_Image.webp,casual-dining|asian-cuisine|accepts-cards|average-pricing|restaurant|italian-cuisine|arabian-cuisine|dine-in|buffet|wifi|large-group-friendly|private-dining|valet-parking|booking-and-reservations,Dubai,"['asian-cuisine', 'private-dining', 'italian-cuisine', 'buffet', 'valet-parking', 'arabian-cuisine', 'booking-and-reservations', 'wifi', 'average-pricing', 'large-group-friendly']","['accepts-cards', 'couple-friendly', 'dine-in', 'restaurant', 'casual-dining', 'take-away']",asian-cuisine|private-dining|italian-cuisine|buffet|valet-parking|arabian-cuisine|booking-and-reservations|wifi|average-pricing|large-group-friendly,accepts-cards|couple-friendly|dine-in|restaurant|casual-dining|take-away
345611,LL1787,Urban Cafe- Dusit Thani Abu Dhabi,For more info visit store directly,dining,https://dpimages.crayondata.com/high-res-image/resized/offer/Image__Urban_Café__Dusit_Thani_Abu_Dhabi.webp,casual-dining|asian-cuisine|accepts-cards|average-pricing|restaurant|italian-cuisine|arabian-cuisine|dine-in|buffet|wifi|large-group-friendly|private-dining|valet-parking|booking-and-reservations,Abu Dhabi,"['asian-cuisine', 'private-dining', 'italian-cuisine', 'buffet', 'valet-parking', 'arabian-cuisine', 'booking-and-reservations', 'wifi', 'average-pricing', 'large-group-friendly']","['accepts-cards', 'couple-friendly', 'dine-in', 'restaurant', 'casual-dining', 'take-away']",asian-cuisine|private-dining|italian-cuisine|buffet|valet-parking|arabian-cuisine|booking-and-reservations|wifi|average-pricing|large-group-friendly,accepts-cards|couple-friendly|dine-in|restaurant|casual-dining|take-away
348275,LL1804,Fun City,For more info visit store directly,entertainment,https://dpimages.crayondata.com/high-res-image/resized/Funcity_Image_2.webp,video-games-and-arcade|sports-and-recreation|indoor-games|laser-tag|bookings-and-reservations,Dubai,"['video-games-and-arcade', 'laser-tag', 'bookings-and-reservations', 'indoor-games']",['sports-and-recreation'],video-games-and-arcade|laser-tag|bookings-and-reservations|indoor-games,sports-and-recreation
348236,AD5174,Stylewe,For more info visit https://www.stylewe.com/,apparel and accessories,https://dpimages.crayondata.com/high-res-image/resized/offer/style_we_offer.webp,outerwear|women's-clothing|clothing-store|sweaters|basic-service|loungewear|party-wear|sleep-wear|regular-retail-store|jeans|swim-and-beach-wear|dresses|jackets-and-blazers|inner-wear-and-lingerie|occasional-clothing|active-and-sports-wear|online-and-in-store|daily-clothing|casual-wear|gowns|t-shirts,all,"['gowns', ""women's-clothing"", 'loungewear', 'sleep-wear', 'party-wear', 'sweaters', 'swim-and-beach-wear', 'dresses', 'inner-wear-and-lingerie', 'occasional-clothing']","['accessories-store', 'footwear-store', 'casual-shoes', 'sandals', 'large-product-range', 'regular-retail-store', 'basic-service', 'online-and-in-store', 'daily-clothing', 'clothing-store', 'casual-wear', 'outerwear', 'jeans', 't-shirts', 'active-and-sports-wear', 'jackets-and-blazers']",gowns|women's-clothing|loungewear|sleep-wear|party-wear|sweaters|swim-and-beach-wear|dresses|inner-wear-and-lingerie|occasional-clothing,accessories-store|footwear-store|casual-shoes|sandals|large-product-range|regular-retail-store|basic-service|online-and-in-store|daily-clothing|clothing-store|casual-wear|outerwear|jeans|t-shirts|active-and-sports-wear|jackets-and-blazers
